check,Name,test_code,source,Section,module_type,Domain,Sub-Domain,Tags,Status,Duplicates,Marked,Sort-Util
No,CBDL4.01.19,CBDL4,digital-linear,RW,standard,standard-English-conventions,possessives,,,,,
No,CBDL4.01.18,CBDL4,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL4.01.17,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL4.01.16,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.01.15,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL4.01.14,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.01.13,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL4.01.12,CBDL4,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL4.01.11,CBDL4,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL4.01.10,CBDL4,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL4.01.09,CBDL4,digital-linear,RW,standard,craft-and-structure,cross-text-connections,,,,,
No,CBDL4.01.08,CBDL4,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBD1.01.04 (https://www.notion.so/CBD1-01-04-981f1f2e1e8e4e18b502d95815fe196b?pvs=21),,C
No,CBDL4.01.07,CBDL4,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,CBD3.01.06 (https://www.notion.so/CBD3-01-06-e745302503bf4bc68c9b9f3e7ee4fbdf?pvs=21),,B
No,CBDL4.01.06,CBDL4,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,,,B
No,CBDL4.01.05,CBDL4,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBD4.02L.08 (https://www.notion.so/CBD4-02L-08-5cffc5672ce347ecb7518955206d4359?pvs=21),,A
No,CBDL4.01.04,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.01.03,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.01.02,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.01.01,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.33,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.02.32,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.02.31,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.02.30,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.02.29,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.02.28,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.02.27,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.02.26,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.02.25,CBDL4,digital-linear,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBDL4.02.24,CBDL4,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL4.02.23,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.02.22,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.02.21,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.02.20,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.02.19,CBDL4,digital-linear,RW,standard,standard-English-conventions,possessives,,,,,
No,CBDL4.02.18,CBDL4,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL4.02.17,CBDL4,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL4.02.16,CBDL4,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL4.02.15,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.02.14,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.02.13,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL4.02.12,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.02.11,CBDL4,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL4.02.10,CBDL4,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL4.02.09,CBDL4,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBD4.02L.07 (https://www.notion.so/CBD4-02L-07-017518f7e1934a93a5140eb15ca0698e?pvs=21),,C
No,CBDL4.02.08,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.07,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.06,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.05,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.04,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.03,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.02,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.02.01,CBDL4,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL4.03.27,CBDL4,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL4.03.26,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.03.25,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL4.03.24,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.03.23,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.03.22,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL4.03.21,CBDL4,digital-linear,M,standard,advanced-math,radicals-exponents,,,,,
No,CBDL4.03.20,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,circles,,,,,
No,CBDL4.03.19,CBDL4,digital-linear,M,standard,advanced-math,radicals-exponents,,,,,
No,CBDL4.03.18,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.03.17,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,rectilinear,,,,,
No,CBDL4.03.16,CBDL4,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL4.03.15,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.14,CBDL4,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL4.03.13,CBDL4,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL4.03.12,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.11,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.10,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.09,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL4.03.08,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.07,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL4.03.06,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL4.03.05,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.03.04,CBDL4,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL4.03.03,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.03.02,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBDL4.03.01,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,charts,,,,,
No,CBDL4.04.27,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBDL4.04.26,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,3D,,,,,
No,CBDL4.04.25,CBDL4,digital-linear,M,standard,advanced-math,circle-equations,,,,,
No,CBDL4.04.24,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL4.04.23,CBDL4,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL4.04.22,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.04.21,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.04.20,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL4.04.19,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.04.18,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.04.17,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.04.16,CBDL4,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL4.04.15,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,statistical-inferences,,,,,
No,CBDL4.04.14,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.04.13,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,probability,,,,,
No,CBDL4.04.12,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.04.11,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.04.10,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL4.04.09,CBDL4,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL4.04.08,CBDL4,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL4.04.07,CBDL4,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL4.04.06,CBDL4,digital-linear,M,standard,advanced-math,absolute-value,,,,,
No,CBDL4.04.05,CBDL4,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL4.04.04,CBDL4,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL4.04.03,CBDL4,digital-linear,M,standard,advanced-math,cubics+,,,,,
No,CBDL4.04.02,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL4.04.01,CBDL4,digital-linear,M,standard,problem-solving-and-data-analysis,charts,,,,,
No,CBD3.02L.25,CBD3,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD3.02L.24,CBD3,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD3.02L.23,CBD3,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD3.02L.22,CBD3,digital,RW,adapted_lower,standard-English-conventions,syntax,,,,,
No,CBD3.02L.21,CBD3,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD3.02L.20,CBD3,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD3.02L.19,CBD3,digital,RW,adapted_lower,standard-English-conventions,syntax,,,,,
No,CBD3.02L.18,CBD3,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD3.02L.17,CBD3,digital,RW,adapted_lower,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.02L.16,CBD3,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.02L.15,CBD3,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02L.14,CBD3,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02L.13,CBD3,digital,RW,adapted_lower,information-and-ideas,inferences,,,,,
No,CBD3.02L.12,CBD3,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.02L.11,CBD3,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02L.10,CBD3,digital,RW,adapted_lower,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.02L.09,CBD3,digital,RW,adapted_lower,craft-and-structure,cross-text-connections,,,,,
No,CBD3.02L.08,CBD3,digital,RW,adapted_lower,craft-and-structure,structure-and-purpose,main-purpose,,CBDL-1.1.07 (https://www.notion.so/CBDL-1-1-07-978dca9f3cd944a5aff7ce54b7ce1196?pvs=21),,A
No,CBD3.02L.07,CBD3,digital,RW,adapted_lower,craft-and-structure,structure-and-purpose,main-purpose,,CBDL2.01.08 (https://www.notion.so/CBDL2-01-08-3a0853ce9a32465090002c0fdd0e24d0?pvs=21),,A
No,CBD3.02L.06,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.02L.05,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.02L.04,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.02L.03,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.02L.02,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.02L.01,CBD3,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,
No,CBD3.03.22,CBD3,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD3.03.21,CBD3,digital,M,standard,advanced-math,radicals-exponents,,,,,
No,CBD3.03.20,CBD3,digital,M,standard,advanced-math,exponential-functions,,,,,
No,CBD3.03.19,CBD3,digital,M,standard,geometry-and-trigonometry,circles,,,,,
No,CBD3.03.18,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.17,CBD3,digital,M,standard,geometry-and-trigonometry,rectilinear,,,,,
No,CBD3.03.16,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.15,CBD3,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD3.03.14,CBD3,digital,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBD3.03.13,CBD3,digital,M,standard,advanced-math,exponential-functions,,,,,
No,CBD3.03.12,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.11,CBD3,digital,M,standard,algebra,algebraic-manipulation,,,,,
No,CBD3.03.10,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.09,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.08,CBD3,digital,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD3.03.07,CBD3,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD3.03.06,CBD3,digital,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD3.03.05,CBD3,digital,M,standard,advanced-math,non-linear-manipulation,,,,,
No,CBD3.03.04,CBD3,digital,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD3.03.03,CBD3,digital,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBD3.03.02,CBD3,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD3.03.01,CBD3,digital,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD3.04L.22,CBD3,digital,M,adapted_lower,geometry-and-trigonometry,circles,,,,,
No,CBD3.04L.21,CBD3,digital,M,adapted_lower,advanced-math,cubics+,,,,,
No,CBD3.04L.20,CBD3,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD3.04L.19,CBD3,digital,M,adapted_lower,geometry-and-trigonometry,rectilinear,,,,,
No,CBD3.04L.18,CBD3,digital,M,adapted_lower,advanced-math,non-linear-manipulation,,,,,
No,CBD3.04L.17,CBD3,digital,M,adapted_lower,advanced-math,absolute-value,,,,,
No,CBD3.04L.16,CBD3,digital,M,adapted_lower,advanced-math,exponential-functions,,,,,
No,CBD3.04L.15,CBD3,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD3.04L.14,CBD3,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD3.04L.13,CBD3,digital,M,adapted_lower,advanced-math,non-linear-manipulation,,,,,
No,CBD3.04L.12,CBD3,digital,M,adapted_lower,geometry-and-trigonometry,rectilinear,,,,,
No,CBD3.04L.11,CBD3,digital,M,adapted_lower,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD3.04L.10,CBD3,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD3.04L.09,CBD3,digital,M,adapted_lower,advanced-math,non-linear-manipulation,,,,,
No,CBD3.04L.08,CBD3,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD3.04L.07,CBD3,digital,M,adapted_lower,advanced-math,exponential-functions,,,,,
No,CBD3.04L.06,CBD3,digital,M,adapted_lower,advanced-math,quadratics,,,,,
No,CBD3.04L.05,CBD3,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD3.04L.04,CBD3,digital,M,adapted_lower,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD3.04L.03,CBD3,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD3.04L.02,CBD3,digital,M,adapted_lower,problem-solving-and-data-analysis,charts,,,,,
No,CBD3.04L.01,CBD3,digital,M,adapted_lower,problem-solving-and-data-analysis,percents,,,,,
No,CBD3.02U.27,CBD3,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.02U.26,CBD3,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.02U.25,CBD3,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.02U.24,CBD3,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.02U.23,CBD3,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD3.02U.22,CBD3,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD3.02U.21,CBD3,digital,RW,adapted_upper,standard-English-conventions,verbs,,,,,
No,CBD3.02U.20,CBD3,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD3.02U.19,CBD3,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD3.02U.18,CBD3,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD3.02U.17,CBD3,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD3.02U.16,CBD3,digital,RW,adapted_upper,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.02U.15,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02U.14,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.02U.13,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02U.12,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.02U.11,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.02U.10,CBD3,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD3.02U.09,CBD3,digital,RW,adapted_upper,craft-and-structure,cross-text-connections,,,,,
No,CBD3.02U.08,CBD3,digital,RW,adapted_upper,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL-1.1.08 (https://www.notion.so/CBDL-1-1-08-8a38960fd94f4e0fbe5c29e35c34df90?pvs=21),,C
No,CBD3.02U.07,CBD3,digital,RW,adapted_upper,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL2.02.08 (https://www.notion.so/CBDL2-02-08-283d542431d2438397c130125414f57e?pvs=21),,C
No,CBD3.02U.06,CBD3,digital,RW,adapted_upper,craft-and-structure,structure-and-purpose,main-purpose,,CBDL3.02.06 (https://www.notion.so/CBDL3-02-06-1a3d9fad361b45cfb9fbf8466e90ed99?pvs=21),,A
No,CBD3.02U.05,CBD3,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,
No,CBD3.02U.04,CBD3,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,
No,CBD3.02U.03,CBD3,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,
No,CBD3.02U.02,CBD3,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,
No,CBD3.02U.01,CBD3,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,
No,CBD3.04U.22,CBD3,digital,M,adapted_upper,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD3.04U.21,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD3.04U.20,CBD3,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD3.04U.19,CBD3,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD3.04U.18,CBD3,digital,M,adapted_upper,advanced-math,exponential-functions,,,,,
No,CBD3.04U.17,CBD3,digital,M,adapted_upper,advanced-math,exponential-functions,,,,,
No,CBD3.04U.16,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD3.04U.15,CBD3,digital,M,adapted_upper,advanced-math,absolute-value,,,,,
No,CBD3.04U.14,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD3.04U.13,CBD3,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD3.04U.12,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD3.04U.11,CBD3,digital,M,adapted_upper,advanced-math,exponential-functions,,,,,
No,CBD3.04U.10,CBD3,digital,M,adapted_upper,geometry-and-trigonometry,3D,,,,,
No,CBD3.04U.09,CBD3,digital,M,adapted_upper,advanced-math,cubics+,,,,,
No,CBD3.04U.08,CBD3,digital,M,adapted_upper,advanced-math,non-linear-manipulation,,,,,
No,CBD3.04U.07,CBD3,digital,M,adapted_upper,advanced-math,exponential-functions,,,,,
No,CBD3.04U.06,CBD3,digital,M,adapted_upper,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD3.04U.05,CBD3,digital,M,adapted_upper,advanced-math,exponential-functions,,,,,
No,CBD3.04U.04,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD3.04U.03,CBD3,digital,M,adapted_upper,problem-solving-and-data-analysis,percents,,,,,
No,CBD3.04U.02,CBD3,digital,M,adapted_upper,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD3.04U.01,CBD3,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD4.02U.26,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02U.25,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02U.24,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02U.23,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.22,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.21,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.20,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.19,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.18,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.17,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02U.16,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.15,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.14,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.13,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.12,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.11,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.10,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02U.09,CBD4,,,,craft-and-structure,cross-text-connections,,,,,
No,CBD4.02U.08,CBD4,,,,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL-1.1.09 (https://www.notion.so/CBDL-1-1-09-233dba7b5c0d4c9e8d505d6d6812dc1c?pvs=21),,C
No,CBD4.02U.07,CBD4,,,,craft-and-structure,structure-and-purpose,overall-structure,,CBDL3.02.07 (https://www.notion.so/CBDL3-02-07-0a90b15f32b04d298010a6a3b00169aa?pvs=21),,B
No,CBD4.02U.06,CBD4,,,,craft-and-structure,structure-and-purpose,main-purpose,,CBDL-1.2.08 (https://www.notion.so/CBDL-1-2-08-048a3f807cc049928cf0ce62b18c144f?pvs=21),,A
No,CBD4.02U.05,CBD4,,,,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL2.01.09 (https://www.notion.so/CBDL2-01-09-6e03d3996aef427d9b38d043243d3de9?pvs=21),,C
No,CBD4.02U.04,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02U.03,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02U.02,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02U.01,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.03.22,CBD4,,,,algebra,,,,,,
No,CBD4.03.21,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.03.20,CBD4,,,,algebra,,,,,,
No,CBD4.03.19,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.18,CBD4,,,,algebra,,,,,,
No,CBD4.03.17,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.03.16,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.15,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.14,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.13,CBD4,,,,algebra,,,,,,
No,CBD4.03.12,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.11,CBD4,,,,algebra,,,,,,
No,CBD4.03.10,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.09,CBD4,,,,advanced-math,,,,,,
No,CBD4.03.08,CBD4,,,,algebra,,,,,,
No,CBD4.03.07,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.03.06,CBD4,,,,algebra,,,,,,
No,CBD4.03.05,CBD4,,,,algebra,,,,,,
No,CBD4.03.04,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.03.03,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.03.02,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.03.01,CBD4,,,,algebra,,,,,,
No,CBD4.04U.22,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.21,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.04U.20,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.19,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.18,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.17,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04U.16,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.15,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.14,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04U.13,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.12,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04U.11,CBD4,,,,algebra,,,,,,
